time,AL,AT,BA,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MD,ME,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK
1993-04-01 00:00:00,119.03099999999996,107.66400000000006,110.84600000000012,111.73899999999999,106.25800000000005,130.9579999999999,142.31700000000006,101.90299999999992,102.06400000000004,83.17500000000004,64.259,132.19200000000004,58.20900000000002,119.75599999999999,79.00899999999999,120.67799999999997,105.15399999999998,100.10000000000001,76.76800000000004,126.9660000000001,78.59099999999997,119.91299999999994,68.34899999999996,92.63500000000002,118.95400000000005,106.68300000000005,143.69599999999994,109.96300000000002,75.19699999999997,87.68999999999996,125.32199999999999,95.70900000000003,102.76099999999991,71.70199999999993,108.66699999999992,102.10499999999992,
1993-05-01 00:00:00,132.52300000000002,127.3590000000002,124.17100000000002,109.04800000000007,135.33299999999997,129.57100000000008,149.57600000000005,138.47400000000005,124.96200000000007,118.35700000000007,110.346,137.09599999999995,113.64399999999998,111.83700000000016,94.57100000000003,144.40600000000012,124.40300000000006,123.86899999999997,95.21199999999999,132.14400000000003,120.72399999999998,117.88299999999997,114.08600000000006,114.54199999999996,129.85999999999999,132.69,155.54199999999997,103.245,119.493,125.55699999999992,132.149,117.73400000000002,130.23900000000006,115.63499999999999,126.02700000000006,132.09199999999987,
1993-06-01 00:00:00,143.64500000000004,147.90300000000013,143.577,144.44000000000005,128.35400000000004,149.53300000000004,150.28799999999998,151.0130000000001,144.99199999999996,154.61900000000009,152.98300000000006,154.79799999999997,143.5999999999999,140.06499999999997,128.79,146.94800000000018,147.541,151.4989999999999,128.6060000000001,146.68299999999996,153.102,136.84600000000006,153.84,137.43700000000013,156.6799999999999,138.09700000000004,157.92899999999995,149.45999999999995,146.15200000000007,145.13499999999988,143.52999999999992,134.632,147.14499999999998,140.2680000000001,153.11399999999998,152.89000000000004,
1993-07-01 00:00:00,163.17999999999998,141.63799999999992,150.574,148.21300000000008,157.92899999999995,154.84299999999993,158.77500000000015,146.83300000000008,144.36500000000015,151.472,141.32499999999987,162.65899999999988,127.50600000000003,148.45500000000004,132.322,167.626,151.10800000000012,151.9990000000001,124.43000000000006,158.78499999999983,147.16800000000006,156.5780000000001,144.27900000000005,151.2249999999999,169.05900000000028,162.086,155.84100000000007,144.056,144.1850000000001,137.39199999999997,165.2740000000002,152.29000000000005,161.26499999999984,132.34200000000004,144.45599999999996,148.13000000000005,
1993-08-01 00:00:00,172.07999999999996,141.19600000000008,159.60399999999998,141.032,170.1889999999998,157.99899999999997,164.93900000000005,147.64800000000005,136.6460000000001,132.57700000000006,139.67400000000004,175.03400000000008,121.80200000000002,154.11100000000002,130.72700000000003,179.0859999999999,158.45600000000005,148.35000000000002,128.62399999999997,164.72999999999988,132.94500000000008,141.8120000000001,135.9270000000001,159.44600000000017,178.57600000000005,170.99499999999998,163.89500000000007,134.959,120.14500000000014,140.02599999999993,178.06900000000005,158.70599999999993,165.33099999999993,114.52300000000015,155.33900000000003,145.202,
1993-09-01 00:00:00,156.73900000000003,137.84900000000005,147.01699999999997,139.23000000000005,152.14399999999978,153.974,161.60100000000003,144.47899999999993,138.252,119.04,115.66900000000012,157.24800000000005,97.33400000000007,147.49800000000002,120.88400000000006,163.87899999999996,144.13599999999994,142.21899999999997,119.59400000000007,151.04600000000008,125.29700000000007,150.77500000000006,117.47900000000006,147.41000000000008,157.80999999999997,153.66500000000005,159.16699999999997,128.28100000000006,103.04000000000003,130.45400000000006,158.04200000000003,142.83800000000005,150.13199999999986,105.68200000000003,142.43800000000022,144.12500000000009,
1993-10-01 00:00:00,138.54200000000003,106.59499999999991,118.33300000000003,89.31500000000001,136.61100000000016,110.099,154.6220000000001,111.46099999999996,93.8230000000001,74.542,92.42400000000009,130.19999999999993,87.13200000000006,101.53800000000017,87.28899999999996,141.57500000000005,111.83199999999997,116.17699999999995,92.31999999999995,118.22400000000009,88.939,95.98499999999999,81.72599999999996,123.83000000000001,132.98999999999987,135.54800000000006,138.66999999999993,85.18699999999997,92.06600000000007,98.69699999999996,125.40899999999999,117.03800000000011,122.5,82.46699999999998,104.90099999999997,117.39200000000008,
1993-11-01 00:00:00,103.70200000000006,79.36500000000005,88.17700000000008,66.05199999999996,101.49100000000003,84.84900000000002,128.03099999999998,79.20699999999994,68.26400000000001,52.92800000000001,50.68700000000003,96.59800000000003,37.96500000000003,73.99800000000003,61.428999999999995,107.51899999999996,78.98999999999997,79.24400000000009,65.82400000000005,78.482,62.915000000000006,66.57799999999999,53.03199999999999,87.68500000000004,91.00900000000004,98.85599999999997,98.02000000000002,67.11900000000009,38.01900000000001,71.56299999999997,95.58500000000001,84.14900000000002,92.90499999999997,41.29600000000007,73.37100000000001,74.97099999999996,
1993-12-01 00:00:00,57.779999999999994,50.28,51.91799999999998,44.10299999999998,54.64600000000001,69.50400000000002,102.94000000000003,43.075000000000024,42.31199999999998,22.218000000000014,25.467999999999996,73.678,12.343,58.217,27.982000000000014,54.99499999999997,44.664000000000016,50.86100000000002,26.816000000000006,59.60600000000005,36.32200000000001,51.34700000000004,30.456999999999997,59.610000000000014,53.263,52.65099999999999,76.00599999999997,38.95900000000002,18.781000000000002,39.607,73.891,55.67700000000001,57.078999999999965,11.905000000000006,41.330000000000005,48.09699999999993,
1994-01-01 00:00:00,53.12499999999994,38.30299999999999,51.59199999999999,10.465999999999996,63.92399999999998,43.11599999999999,90.13600000000001,30.138999999999996,17.235000000000003,8.122999999999996,6.906999999999996,63.946000000000026,1.7209999999999974,28.566000000000003,11.873000000000005,62.293,39.52300000000002,31.06,10.851999999999999,59.175000000000004,11.492,9.752999999999998,9.242999999999993,37.19200000000001,51.735999999999976,58.621000000000016,82.23500000000004,11.493999999999994,4.597999999999997,19.405,59.304,43.467999999999996,52.52800000000001,3.7529999999999935,38.675000000000004,23.296000000000014,
